Order_ID;Order_Date;Ship_Date;Ship_Mode;Order_Priority
ES-2012-3054287;11/08/2012;11/13/12;Second Class;Medium
CA-2013-157259;12/25/13;12/29/13;Standard Class;Medium
MX-2013-131436;12/06/2013;12/12/2013;Standard Class;Medium
CA-2012-130183;11/13/12;11/17/12;Standard Class;High
CA-2014-132353;9/16/14;9/18/14;First Class;Medium
MX-2014-127733;12/08/2014;12/12/2014;Second Class;Medium
MX-2014-136973;9/17/14;9/21/14;Second Class;High
ES-2012-3301813;5/31/12;5/31/12;Same Day;Critical
IN-2013-67070;10/25/13;10/29/13;Second Class;Medium
CA-2013-126732;09/03/2013;09/07/2013;Standard Class;Medium
MX-2012-159821;09/09/2012;09/10/2012;First Class;Medium
ES-2012-3631542;10/04/2012;10/10/2012;Standard Class;Medium
MX-2013-117702;4/23/13;4/30/13;Standard Class;Medium
MX-2011-114741;11/01/2011;11/05/2011;Standard Class;High
ES-2011-5083754;9/20/11;9/24/11;Standard Class;High
CA-2013-160941;7/22/13;7/27/13;Standard Class;High
ES-2014-5318878;1/21/14;1/27/14;Standard Class;Medium
CA-2013-161389;12/06/2013;12/11/2013;Standard Class;High
MX-2014-139654;11/27/14;11/29/14;First Class;High
CA-2014-7620;08/04/2014;08/04/2014;Same Day;Critical
IN-2011-55429;12/09/2011;12/14/11;Standard Class;Medium
CA-2013-153178;9/15/13;9/19/13;Standard Class;Medium
MX-2013-103555;04/09/2013;4/14/13;Standard Class;Medium
CA-2014-135279;04/10/2014;04/12/2014;First Class;High
CA-2013-145905;9/19/13;9/24/13;Standard Class;Medium
CA-2011-114251;11/05/2011;11/10/2011;Standard Class;Medium
CA-2013-145919;12/19/13;12/24/13;Standard Class;High
ID-2014-20205;10/22/14;10/27/14;Standard Class;Medium
ES-2013-4187645;8/28/13;09/02/2013;Standard Class;Medium
CA-2013-146934;5/23/13;5/28/13;Standard Class;Medium
IR-2014-3190;08/05/2014;08/08/2014;First Class;Critical
US-2014-133676;6/23/14;6/29/14;Standard Class;Low
ES-2013-4015722;10/10/2013;10/13/13;Second Class;Medium
ES-2011-5389104;08/09/2011;8/13/11;Standard Class;High
ES-2014-2226967;12/26/14;01/01/2015;Standard Class;Low
RS-2011-1760;11/29/11;12/04/2011;Standard Class;High
MX-2011-145807;10/07/2011;10/12/2011;Second Class;Medium
IT-2012-1755975;7/14/12;7/16/12;First Class;Medium
IN-2012-77724;9/16/12;9/20/12;Standard Class;High
MX-2012-109337;10/19/12;10/25/12;Standard Class;Medium
CA-2012-153388;08/01/2012;08/07/2012;Standard Class;Medium
ES-2013-4349332;12/10/2013;12/15/13;Standard Class;Medium
IN-2012-37054;2/15/12;2/18/12;First Class;Medium
SA-2014-9000;04/07/2014;04/11/2014;Standard Class;High
IZ-2013-9470;04/12/2013;04/12/2013;Same Day;Medium
ES-2014-2710870;10/19/14;10/25/14;Standard Class;Low
CA-2014-151225;10/28/14;10/30/14;First Class;High
IN-2013-47001;07/10/2013;7/14/13;Second Class;Medium
IN-2014-49472;9/26/14;9/30/14;Standard Class;Medium
HR-2014-2520;8/22/14;8/26/14;Standard Class;Medium
CA-2013-7950;12/18/13;12/20/13;Second Class;High
MX-2012-115070;4/16/12;4/20/12;Standard Class;Medium
ID-2012-69954;7/17/12;7/18/12;First Class;High
IN-2014-48982;7/17/14;7/20/14;Second Class;High
IN-2013-41037;12/30/13;01/04/2014;Standard Class;Medium
MX-2011-117709;02/09/2011;02/09/2011;Same Day;Medium
CA-2014-103380;11/22/14;11/26/14;Standard Class;Medium
CA-2013-100993;02/05/2013;02/10/2013;Standard Class;Medium
ES-2011-2117222;12/16/11;12/20/11;Standard Class;Medium
ES-2014-5500680;01/08/2014;1/14/14;Standard Class;Low
IN-2012-18728;10/24/12;10/27/12;First Class;High
ID-2012-65957;8/31/12;09/04/2012;Standard Class;Medium
IN-2011-23264;4/14/11;4/21/11;Standard Class;Medium
IT-2014-1201093;03/06/2014;03/08/2014;First Class;Critical
CA-2011-149104;04/05/2011;04/07/2011;Second Class;High
IN-2013-54673;5/24/13;5/28/13;Standard Class;Medium
CA-2013-116911;9/16/13;9/21/13;Standard Class;Medium
IN-2011-32126;09/02/2011;09/08/2011;Standard Class;Low
MX-2013-167059;6/19/13;6/24/13;Standard Class;Medium
ID-2011-21402;7/27/11;7/31/11;Second Class;High
IN-2013-18175;12/20/13;12/24/13;Standard Class;Medium
SA-2014-8310;11/20/14;11/24/14;Standard Class;Medium
AU-2012-940;06/12/2012;6/16/12;Standard Class;Medium
ES-2013-4486106;2/28/13;03/03/2013;First Class;Medium
IN-2014-37075;8/28/14;09/02/2014;Second Class;High
CA-2013-161025;12/04/2013;12/10/2013;Standard Class;Medium
IZ-2013-1740;08/01/2013;08/04/2013;First Class;Medium
MX-2014-145072;3/17/14;3/22/14;Second Class;Medium
ES-2014-2697033;12/18/14;12/23/14;Standard Class;High
IT-2011-2506333;8/24/11;8/28/11;Standard Class;Medium
CA-2013-158001;8/24/13;8/28/13;Standard Class;Medium
UP-2014-8240;6/30/14;07/04/2014;Standard Class;High
US-2013-153668;1/23/13;1/23/13;Same Day;Critical
ES-2012-2363775;03/01/2012;03/05/2012;Standard Class;Medium
KE-2011-860;8/30/11;09/06/2011;Standard Class;Low
ES-2014-1749985;05/12/2014;5/15/14;First Class;Medium
ES-2014-3284851;11/07/2014;11/13/14;Standard Class;Medium
IN-2012-74903;5/15/12;5/17/12;First Class;High
IN-2012-21822;12/03/2012;12/07/2012;Standard Class;High
ES-2011-1761215;08/10/2011;08/12/2011;Second Class;High
ES-2014-3458802;12/31/14;01/05/2015;Standard Class;Medium
CA-2012-162887;11/07/2012;11/09/2012;Second Class;Medium
MX-2014-139738;6/15/14;6/22/14;Standard Class;Low
ES-2011-3080574;6/29/11;07/03/2011;Standard Class;Medium
ES-2013-1634109;08/03/2013;08/03/2013;Same Day;Medium
IN-2013-38398;8/22/13;8/22/13;Same Day;High
ML-2012-4410;06/07/2012;06/09/2012;Second Class;High
AO-2011-1390;02/01/2011;02/04/2011;Second Class;Critical
ID-2014-48583;6/23/14;6/27/14;Second Class;Medium
IN-2014-51474;2/27/14;03/03/2014;Standard Class;High
MX-2014-154613;10/16/14;10/21/14;Standard Class;Medium
ES-2011-2950882;12/17/11;12/21/11;Standard Class;High
ID-2014-58572;5/24/14;5/29/14;Standard Class;Medium
ES-2011-1043483;1/14/11;1/19/11;Standard Class;High
ES-2013-5170724;02/11/2013;2/17/13;Standard Class;Medium
IN-2014-60623;08/12/2014;8/17/14;Standard Class;High
IT-2012-2825037;8/14/12;8/20/12;Standard Class;Medium
IN-2013-27695;1/18/13;1/20/13;First Class;High
IN-2013-29683;05/10/2013;5/16/13;Standard Class;Medium
IN-2014-24314;5/20/14;5/25/14;Standard Class;Medium
CA-2013-113292;3/19/13;3/21/13;Second Class;Medium
CA-2011-5840;05/03/2011;05/09/2011;Standard Class;Medium
MX-2012-138268;09/12/2012;9/16/12;Standard Class;High
IN-2012-41233;12/07/2012;12/14/12;Standard Class;Low
IN-2012-83170;9/26/12;9/30/12;Second Class;High
CA-2012-112144;6/28/12;07/02/2012;Standard Class;Medium
IT-2014-3928010;8/15/14;8/16/14;First Class;Medium
ID-2011-57291;10/29/11;11/03/2011;Standard Class;Medium
ES-2012-3905102;06/08/2012;6/13/12;Standard Class;High
CA-2014-105823;6/23/14;6/27/14;Standard Class;High
ES-2013-5212920;11/19/13;11/23/13;Second Class;Medium
CA-2012-110548;05/04/2012;05/08/2012;Standard Class;Medium
IN-2014-13016;10/07/2014;10/10/2014;First Class;High
US-2014-116778;03/01/2014;03/03/2014;Second Class;High
ES-2014-5297792;4/14/14;4/20/14;Standard Class;Medium
MX-2012-153941;11/13/12;11/20/12;Standard Class;Low
ES-2013-3302919;11/21/13;11/28/13;Standard Class;Medium
CA-2011-145254;7/23/11;7/27/11;Standard Class;High
IN-2012-11812;10/05/2012;10/09/2012;Standard Class;Medium
MX-2014-126424;5/20/14;5/22/14;Second Class;High
IN-2013-54260;4/29/13;05/05/2013;Standard Class;Low
ID-2013-79201;8/24/13;8/29/13;Second Class;Medium
CA-2014-138156;02/12/2014;2/15/14;First Class;High
US-2014-102750;11/18/14;11/20/14;Second Class;High
MX-2014-127040;11/13/14;11/17/14;Standard Class;High
US-2013-107776;10/09/2013;10/13/13;Standard Class;Medium
IN-2012-25182;05/01/2012;05/07/2012;Standard Class;Medium
IN-2011-68729;6/22/11;6/24/11;Second Class;High
ID-2011-65124;10/15/11;10/18/11;First Class;Medium
IN-2013-43879;8/22/13;8/26/13;Standard Class;Medium
US-2014-139381;10/03/2014;10/07/2014;Standard Class;High
ES-2013-1413393;8/13/13;8/13/13;Same Day;High
US-2011-120740;4/15/11;4/15/11;Same Day;Critical
US-2011-122021;10/15/11;10/17/11;First Class;Critical
CA-2013-108224;5/15/13;5/15/13;Same Day;High
US-2013-159478;10/30/13;10/31/13;First Class;Critical
IN-2013-73342;11/13/13;11/15/13;Second Class;Medium
US-2014-162670;12/24/14;12/29/14;Second Class;Medium
US-2012-120187;10/29/12;11/05/2012;Standard Class;Low
ES-2013-4670822;11/22/13;11/24/13;First Class;Critical
CA-2014-130386;11/13/14;11/19/14;Standard Class;Low
UP-2014-3710;7/30/14;08/01/2014;Second Class;High
JO-2013-7700;1/15/13;1/20/13;Standard Class;High
IN-2012-51551;06/05/2012;06/08/2012;Second Class;Critical
IN-2013-18707;9/18/13;9/24/13;Standard Class;Medium
CA-2012-139248;7/25/12;7/30/12;Standard Class;Medium
ES-2011-1868803;6/22/11;6/25/11;Second Class;Medium
IN-2013-55548;06/06/2013;06/07/2013;First Class;High
RS-2014-6680;7/17/14;7/19/14;First Class;Critical
ES-2011-3897276;4/22/11;4/26/11;Standard Class;High
MX-2014-100398;06/11/2014;6/15/14;Standard Class;Medium
MX-2014-124086;10/28/14;11/02/2014;Standard Class;Medium
IT-2013-5497653;2/28/13;03/02/2013;First Class;High
CA-2011-110184;07/12/2011;7/16/11;Standard Class;High
ID-2013-35402;9/20/13;9/25/13;Standard Class;Medium
LI-2014-9890;2/15/14;2/19/14;Standard Class;Medium
IT-2011-3076849;5/31/11;06/05/2011;Standard Class;Medium
IR-2013-9810;6/14/13;6/19/13;Standard Class;Medium
MX-2014-141789;10/29/14;11/04/2014;Standard Class;Medium
ES-2013-3404025;3/13/13;3/17/13;Standard Class;High
ES-2011-1084683;07/12/2011;7/14/11;Second Class;Medium
IN-2013-45237;7/15/13;7/21/13;Standard Class;Medium
ID-2011-46021;9/16/11;9/18/11;First Class;High
CA-2012-117800;9/21/12;9/26/12;Standard Class;Medium
US-2014-152254;12/26/14;12/30/14;Second Class;Medium
ID-2014-24363;2/13/14;2/19/14;Standard Class;Medium
CA-2011-159520;06/06/2011;06/11/2011;Standard Class;Medium
CA-2012-137526;1/13/12;1/17/12;Standard Class;High
MZ-2011-1260;01/07/2011;01/10/2011;First Class;High
GH-2014-7350;12/03/2014;12/08/2014;Standard Class;High
IT-2014-2544381;8/27/14;8/31/14;Standard Class;Medium
ES-2013-5521273;10/28/13;11/02/2013;Second Class;Medium
ES-2014-5302686;5/26/14;06/01/2014;Standard Class;Low
IN-2014-67308;6/26/14;6/28/14;Second Class;High
MO-2013-8690;4/18/13;4/18/13;Same Day;Critical
ES-2011-3729382;12/06/2011;12/08/2011;Second Class;Critical
CA-2012-111339;5/29/12;5/31/12;First Class;Medium
ID-2013-78298;11/07/2013;11/11/2013;Standard Class;High
AO-2013-1140;11/21/13;11/27/13;Standard Class;Medium
TU-2012-3110;3/31/12;04/04/2012;Standard Class;High
US-2013-143098;11/08/2013;11/11/2013;First Class;High
CA-2013-136126;5/25/13;5/25/13;Same Day;Critical
CA-2011-109232;1/14/11;1/17/11;Second Class;Medium
MX-2013-166863;12/10/2013;12/14/13;Standard Class;High
IN-2011-12316;06/03/2011;06/05/2011;Second Class;Critical
US-2013-156097;9/20/13;9/20/13;Same Day;Medium
IR-2014-4360;9/19/14;9/23/14;Standard Class;High
MX-2013-121531;8/15/13;8/20/13;Second Class;High
ES-2014-4875323;08/04/2014;08/09/2014;Standard Class;Medium
ID-2014-37250;11/07/2014;11/13/14;Standard Class;Low
IN-2013-71354;10/03/2013;10/07/2013;Standard Class;Medium
US-2011-152240;4/21/11;4/27/11;Standard Class;Low
CA-2011-152254;6/30/11;6/30/11;Same Day;Medium
MX-2014-139773;2/19/14;2/21/14;Second Class;High
MX-2014-148418;09/04/2014;09/07/2014;First Class;High
CA-2013-145611;9/21/13;9/25/13;Standard Class;High
US-2014-125101;04/07/2014;04/09/2014;First Class;High
ID-2012-71858;02/01/2012;02/07/2012;Standard Class;Medium
IT-2014-2152908;1/23/14;1/23/14;Same Day;High
ES-2013-5254576;6/26/13;6/26/13;Same Day;Critical
MX-2012-100888;10/23/12;10/29/12;Standard Class;Medium
ES-2014-2434348;04/04/2014;04/05/2014;First Class;Medium
CA-2014-156237;9/15/14;9/16/14;First Class;High
MX-2014-122826;04/10/2014;4/14/14;Standard Class;Medium
ID-2011-58040;7/15/11;7/17/11;First Class;Critical
NI-2013-3820;12/24/13;12/24/13;Same Day;Critical
MX-2014-156566;1/21/14;1/25/14;Standard Class;Medium
ES-2014-3957750;9/23/14;9/27/14;Standard Class;High
IN-2011-53469;03/02/2011;03/07/2011;Standard Class;Medium
CA-2014-153871;12/12/2014;12/18/14;Standard Class;Medium
CA-2014-109393;07/01/2014;07/03/2014;Second Class;High
IN-2014-72278;9/25/14;9/27/14;First Class;Medium
MX-2013-139766;2/15/13;2/19/13;Standard Class;High
ES-2014-5240921;12/05/2014;12/09/2014;Second Class;High
CA-2013-103464;11/19/13;11/23/13;Standard Class;Medium
NI-2013-3460;10/31/13;11/05/2013;Second Class;High
CA-2012-123141;11/14/12;11/19/12;Standard Class;Medium
IR-2013-4560;06/07/2013;06/11/2013;Standard Class;High
IT-2013-1042428;04/02/2013;04/07/2013;Second Class;Medium
ES-2012-2926191;12/07/2012;12/11/2012;Second Class;Medium
MX-2013-131793;10/31/13;11/06/2013;Standard Class;Low
IN-2013-28542;12/27/13;12/31/13;Standard Class;Medium
IN-2011-26456;2/21/11;2/28/11;Standard Class;Low
CA-2011-124478;08/08/2011;08/12/2011;Standard Class;High
RO-2012-7230;12/26/12;12/28/12;Second Class;Medium
IN-2013-35745;8/21/13;8/26/13;Standard Class;Medium
IN-2012-68869;12/28/12;12/30/12;Second Class;High
CA-2014-102337;6/14/14;6/17/14;First Class;High
MX-2012-158610;11/02/2012;11/08/2012;Standard Class;Medium
TU-2013-9400;9/26/13;9/26/13;Same Day;Critical
MX-2011-132479;3/30/11;04/02/2011;First Class;Critical
LE-2014-6870;10/17/14;10/24/14;Standard Class;Low
ES-2013-2183682;9/16/13;9/21/13;Standard Class;Medium
ES-2014-3986366;07/11/2014;7/15/14;Standard Class;Medium
CA-2011-158274;11/19/11;11/24/11;Second Class;Medium
ID-2014-34821;03/05/2014;03/10/2014;Standard Class;Medium
ES-2012-2621001;3/20/12;3/20/12;Same Day;High
US-2012-159982;11/28/12;12/04/2012;Standard Class;Medium
NI-2013-8980;12/06/2013;12/07/2013;First Class;High
CA-2013-101672;10/04/2013;10/08/2013;Standard Class;Medium
US-2011-168256;6/16/11;6/20/11;Standard Class;High
IT-2012-2737300;8/14/12;8/18/12;Standard Class;High
ES-2014-1695428;12/31/14;01/02/2015;Second Class;Medium
ES-2013-4677050;9/19/13;9/21/13;Second Class;Critical
IN-2012-79649;9/27/12;10/01/2012;Standard Class;Medium
IN-2013-74595;08/01/2013;08/05/2013;Standard Class;High
US-2014-124730;5/16/14;5/16/14;Same Day;Medium
IN-2014-37712;11/14/14;11/16/14;Second Class;High
MA-2014-1150;4/15/14;4/20/14;Standard Class;Medium
IN-2013-63745;06/01/2013;06/04/2013;Second Class;Medium
MX-2013-138373;12/11/2013;12/15/13;Standard Class;Medium
IN-2011-43599;06/02/2011;06/07/2011;Standard Class;Medium
CA-2013-167556;3/30/13;04/03/2013;Standard Class;Medium
IN-2013-14248;11/21/13;11/27/13;Standard Class;Low
CA-2011-156594;12/20/11;12/23/11;Second Class;High
IN-2014-22228;11/06/2014;11/10/2014;Second Class;Medium
ES-2011-4342226;02/09/2011;02/09/2011;Same Day;Critical
ES-2011-5441485;9/23/11;9/29/11;Standard Class;Low
NI-2011-9380;6/15/11;6/20/11;Standard Class;Medium
IN-2014-43382;02/07/2014;02/09/2014;Second Class;Critical
ID-2013-38776;8/19/13;8/24/13;Standard Class;Medium
MZ-2012-1580;6/27/12;07/02/2012;Standard Class;Medium
MX-2012-111976;12/05/2012;12/06/2012;First Class;High
MD-2012-7840;9/28/12;9/30/12;First Class;High
AO-2011-8000;12/15/11;12/19/11;Standard Class;High
IN-2014-52391;06/05/2014;06/12/2014;Standard Class;Low
IN-2012-10482;05/10/2012;5/14/12;Standard Class;Medium
IN-2012-69072;04/05/2012;04/09/2012;Standard Class;Medium
MX-2012-118080;12/28/12;01/02/2013;Standard Class;Medium
ES-2014-3223817;11/25/14;11/27/14;First Class;Medium
IT-2013-3688620;11/15/13;11/19/13;Standard Class;High
ES-2011-5540627;5/26/11;06/02/2011;Standard Class;Low
US-2011-144078;11/25/11;11/29/11;Standard Class;Medium
IN-2011-63990;1/28/11;02/02/2011;Second Class;Medium
EZ-2014-8460;2/28/14;03/04/2014;Standard Class;Medium
MX-2014-102120;03/01/2014;03/05/2014;Standard Class;Medium
ES-2011-5693005;11/08/2011;11/08/2011;Same Day;High
IN-2011-71494;6/21/11;6/25/11;Standard Class;High
RS-2013-2350;9/14/13;9/14/13;Same Day;Critical
MX-2013-162908;12/04/2013;12/08/2013;Standard Class;Medium
ID-2014-73678;10/23/14;10/28/14;Standard Class;Medium
US-2013-115455;09/09/2013;9/15/13;Standard Class;Medium
CA-2014-111577;10/17/14;10/22/14;Standard Class;High
CA-2013-125087;4/19/13;4/24/13;Standard Class;Medium
MX-2013-108063;4/23/13;4/27/13;Standard Class;High
MX-2013-105459;12/12/2013;12/16/13;Standard Class;Medium
CA-2014-150266;11/26/14;12/01/2014;Standard Class;Medium
IN-2013-55772;9/13/13;9/19/13;Standard Class;Medium
IN-2013-49857;10/07/2013;10/12/2013;Second Class;Medium
RO-2014-2550;09/03/2014;09/07/2014;Standard Class;Medium
US-2014-163741;11/27/14;12/03/2014;Standard Class;Medium
CA-2013-118129;12/20/13;12/22/13;Second Class;High
MO-2011-8130;12/02/2011;12/03/2011;First Class;High
ES-2013-1099419;5/13/13;5/18/13;Standard Class;Medium
ES-2012-5371207;1/24/12;1/28/12;Standard Class;Medium
IS-2012-2100;6/28/12;07/02/2012;Standard Class;Medium
IN-2013-46588;2/27/13;03/01/2013;First Class;High
MX-2013-101525;12/03/2013;12/04/2013;First Class;High
MX-2012-114902;12/27/12;12/27/12;Same Day;Critical
CA-2014-146192;4/23/14;4/27/14;Standard Class;Medium
CA-2013-156748;12/01/2013;12/07/2013;Standard Class;Medium
IT-2011-4618152;12/27/11;12/29/11;First Class;High
IS-2012-9100;11/12/2012;11/16/12;Standard Class;Medium
IN-2013-17048;12/02/2013;12/08/2013;Standard Class;Medium
US-2013-146794;9/27/13;10/02/2013;Standard Class;High
ES-2014-3455098;12/25/14;01/01/2015;Standard Class;Low
US-2013-119781;4/24/13;4/27/13;First Class;Critical
CG-2014-4120;10/15/14;10/18/14;Second Class;Critical
ES-2011-1444426;04/06/2011;04/10/2011;Standard Class;Medium
IT-2013-5689054;05/02/2013;05/05/2013;First Class;Critical
US-2014-116897;5/28/14;5/30/14;First Class;High
ID-2014-54365;04/11/2014;04/12/2014;First Class;High
MX-2014-108973;2/17/14;2/18/14;First Class;High
ID-2014-76513;10/30/14;11/04/2014;Standard Class;Medium
US-2011-137001;12/05/2011;12/09/2011;Second Class;High
MX-2014-101910;03/04/2014;03/06/2014;Second Class;Critical
US-2014-124828;08/12/2014;08/12/2014;Same Day;High
ID-2014-52993;06/11/2014;6/17/14;Standard Class;Medium
MX-2014-101826;10/15/14;10/19/14;Standard Class;High
IN-2012-27562;3/22/12;3/29/12;Standard Class;Medium
MX-2012-131380;06/05/2012;06/07/2012;First Class;High
MX-2013-147543;03/07/2013;03/11/2013;Standard Class;High
ES-2014-4717877;12/23/14;12/23/14;Same Day;Medium
CA-2013-162138;4/24/13;4/28/13;Standard Class;High
CA-2012-142930;11/28/12;12/02/2012;Standard Class;High
US-2011-125689;9/15/11;9/20/11;Standard Class;Medium
ID-2011-66412;3/30/11;04/03/2011;Standard Class;Medium
MX-2012-135230;11/07/2012;11/08/2012;First Class;Critical
CA-2014-154011;6/20/14;6/27/14;Standard Class;Medium
ES-2014-1314291;08/12/2014;8/16/14;Standard Class;Medium
IN-2014-28948;10/03/2014;10/09/2014;Standard Class;Medium
CA-2013-161907;04/06/2013;04/10/2013;Standard Class;Medium
IN-2014-29907;5/21/14;5/26/14;Standard Class;Medium
CG-2011-6940;12/14/11;12/19/11;Second Class;Medium
US-2012-159499;11/21/12;11/23/12;Second Class;High
MX-2014-109456;6/19/14;6/25/14;Standard Class;Medium
CA-2013-109400;05/03/2013;05/07/2013;Standard Class;High
IN-2013-55576;2/21/13;2/27/13;Standard Class;Medium
IN-2011-14332;11/16/11;11/19/11;First Class;Critical
CA-2013-144309;12/11/2013;12/17/13;Standard Class;Medium
ES-2013-5361913;3/15/13;3/19/13;Standard Class;Medium
IN-2011-68904;9/26/11;9/30/11;Standard Class;Medium
IN-2013-62527;1/30/13;02/04/2013;Standard Class;Medium
CA-2014-137022;11/17/14;11/23/14;Standard Class;Medium
CA-2011-105893;11/11/2011;11/18/11;Standard Class;Medium
IN-2012-36788;8/13/12;8/17/12;Standard Class;High
ID-2014-25497;6/16/14;6/19/14;Second Class;High
ID-2012-13058;12/03/2012;12/09/2012;Standard Class;Medium
IN-2013-42465;7/13/13;7/13/13;Same Day;Critical
IN-2012-37586;06/11/2012;6/14/12;Second Class;Medium
CA-2014-139199;12/10/2014;12/14/14;Standard Class;Medium
MX-2014-129238;6/21/14;6/21/14;Same Day;Critical
CA-2012-104948;11/13/12;11/17/12;Standard Class;Medium
MX-2013-139353;2/25/13;03/01/2013;Standard Class;Medium
IN-2012-29046;8/23/12;8/26/12;Second Class;High
CA-2014-167941;11/07/2014;11/10/2014;Second Class;High
IT-2011-4711868;11/01/2011;11/06/2011;Standard Class;Medium
CA-2013-131968;11/12/2013;11/16/13;Standard Class;High
IN-2013-69121;12/31/13;01/04/2014;Standard Class;Medium
ES-2014-1204900;10/21/14;10/26/14;Standard Class;Medium
